host_id,host_name,property_type,bedrooms,beds,bathrooms,ratings,neighbourhood,latitude,longitude,room_type,daily_price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
50214619,Ames - Austin Vacay,Home,1.0,3,1.0,4.61,78703,30.27776129905662,-97.75712259315132,Entire home/apt,134,2,288,2023-08-14,3.09,25,138,25
50305766,Anabel,Home,1.0,1,1.0,4.0,78702,30.27825,-97.72009,Entire home/apt,79,1,10,2016-08-21,0.11,1,0,0
531267,Shelley,Home,2.0,2,1.0,5.0,78757,30.33247,-97.72708,Private room,48,30,6,2023-01-14,0.06,2,68,2
16171440,Sharon,Tent,1.0,1,1.0,4.68,78722,30.28632,-97.71971,Private room,40,1,28,2017-04-23,0.31,1,0,0
40718019,Cullen,Home,2.0,2,1.0,4.96,78702,30.27887,-97.71587,Entire home/apt,139,2,67,2023-09-04,0.77,2,73,47
14860230,Shayna,Rental unit,1.0,2,1.0,5.0,78741,30.24004,-97.7187,Entire home/apt,80,2,6,2018-02-11,0.08,1,0,0
429781,Michelle,Condo,1.0,1,1.0,5.0,78704,30.24099,-97.75186,Entire home/apt,66,90,4,2016-10-04,0.04,1,238,0
27795608,Sara,Rental unit,1.0,2,1.0,4.9,78751,30.3018,-97.7265,Entire home/apt,84,2,158,2023-05-29,1.72,5,93,18
50762598,Nami And Howie,Home,4.0,8,2.0,4.89,78723,30.28846,-97.67374,Entire home/apt,148,2,38,2023-09-03,3.38,1,345,38
50695244,John,Rental unit,1.0,2,1.0,4.82,78756,30.31125,-97.74752,Entire home/apt,94,1,280,2023-08-14,3.0,1,319,12
50927639,Thomas,Home,4.0,5,3.0,4.97,78757,30.36083,-97.73619,Entire home/apt,245,2,29,2019-11-04,0.32,1,0,0
7164229,Abbey,Bungalow,3.0,5,2.5,4.92,78704,30.2504,-97.73931,Entire home/apt,295,3,92,2023-08-13,1.03,1,10,8
51223759,Arielle,Rental unit,1.0,1,1.0,4.83,78703,30.28061,-97.75261,Entire home/apt,200,2,25,2018-03-14,0.32,1,0,0
49173080,Eddie,Rental unit,1.0,2,1.0,4.78,78703,30.27395,-97.75549,Entire home/apt,148,28,36,2023-06-06,0.5,1,150,3
746455,Michael,Home,1.0,1,2.0,3.75,78703,30.28363,-97.76322,Private room,299,1,4,2016-01-17,0.04,5,0,0
6147666,Jennifer,Home,4.0,4,2.0,4.79,78717,30.50634,-97.73945,Entire home/apt,145,2,256,2023-08-27,2.74,1,292,16
746455,Michael,Home,1.0,1,2.0,4.5,78703,30.28274,-97.76358,Private room,299,1,12,2018-05-28,0.13,5,0,0
23262800,Shelby,Home,3.0,4,2.5,5.0,78704,30.2587,-97.75942,Entire home/apt,1250,3,5,2022-10-24,0.05,2,222,1
2934425,Brett,Rental unit,1.0,1,1.0,4.85,78703,30.27324,-97.75368,Entire home/apt,128,2,533,2023-09-06,5.95,12,145,67
50671207,Rachel,Home,4.0,5,2.0,4.9,78757,30.35633,-97.74229,Entire home/apt,364,21,50,2022-04-11,0.55,7,147,0
3739663,Jennifer,Home,4.0,4,3.5,5.0,78704,30.26019,-97.78051,Entire home/apt,1950,4,4,2018-01-28,0.04,1,0,0
578211,Pete,Home,2.0,2,1.0,4.89,78751,30.31268,-97.72396,Entire home/apt,119,20,82,2023-07-19,0.9,10,275,8
14484953,Lindsay,Bungalow,2.0,2,1.0,5.0,78702,30.25068,-97.72316,Entire home/apt,300,3,5,2019-03-12,0.05,2,0,0
3712351,Ben,Home,3.0,4,2.5,5.0,78702,30.25444,-97.72429,Entire home/apt,1029,3,3,2018-03-12,0.03,3,16,0
44487,C.,Treehouse,1.0,2,1.0,4.87,78704,30.24486,-97.73935,Entire home/apt,126,1,516,2023-08-26,5.53,2,223,72
27784340,Jacqueline,Home,2.0,2,1.5,4.88,78702,30.25436,-97.72162,Entire home/apt,210,3,226,2023-06-04,2.43,1,157,19
48201503,Lela,Rental unit,1.0,1,1.0,4.91,78704,30.25107,-97.7743,Entire home/apt,75,4,11,2017-10-16,0.14,1,0,0
7388171,Sheryl,Home,3.0,3,3.5,4.92,78702,30.26643,-97.71923,Entire home/apt,351,6,13,2017-03-16,0.14,1,0,0
53050732,Danielle,Rental unit,1.0,1,1.0,5.0,78735,30.25056,-97.85821,Private room,71,2,11,2019-05-22,0.17,1,0,0
5196648,Anthony & Hayley,Guesthouse,1.0,1,1.0,4.98,78704,30.23645,-97.75787,Entire home/apt,89,2,46,2020-03-11,0.51,2,0,0
8095280,Brent,Guesthouse,1.0,2,1.0,4.92,78744,30.17715,-97.76841,Entire home/apt,71,30,65,2023-08-24,0.7,2,276,5
32703998,Avery,Home,1.0,1,1.0,5.0,78748,30.17712,-97.80633,Private room,50,1,3,2016-03-19,0.03,1,0,0
8463836,Amber,Home,4.0,9,4.0,5.0,78702,30.2726,-97.72967,Entire home/apt,1050,2,20,2023-04-30,0.22,2,350,2
4741751,Anita,Guesthouse,1.0,1,1.0,4.89,78704,30.24943,-97.75729,Entire home/apt,97,2,197,2023-09-04,2.16,1,4,21
53842596,Marianne,Guesthouse,1.0,1,1.0,4.81,78733,30.33609,-97.86844,Entire home/apt,80,1,55,2022-03-28,0.65,1,0,0
15522934,Kent,Guest suite,0.5,2,1.0,4.97,78737,30.2269,-97.92814,Entire home/apt,94,1,329,2023-04-23,3.58,1,0,19
42223893,Sidney,Home,3.0,5,2.0,4.98,78729,30.4613,-97.78417,Entire home/apt,192,2,43,2023-09-04,2.97,1,28,34
18331909,Alyssa,Home,4.0,4,2.0,4.89,78753,30.35633,-97.68464,Entire home/apt,230,2,83,2023-07-29,1.38,1,86,17
54144753,James,Home,1.0,1,1.0,5.0,78745,30.20225,-97.83339,Private room,76,2,3,2016-03-20,0.03,1,0,0
53649181,Lucero,Rental unit,1.0,1,1.0,4.5,78741,30.2319,-97.73147,Private room,28,1,4,2016-04-17,0.04,1,0,0
979144,Ryan,Home,6.0,7,4.5,4.91,78746,30.32176,-97.78914,Entire home/apt,500,3,44,2021-03-18,0.48,1,9,0
25912977,Roberto,Home,2.0,2,1.0,4.91,78721,30.26983,-97.6922,Entire home/apt,115,3,91,2023-08-07,4.33,1,47,53
54395501,Paige,Home,3.0,3,2.0,4.91,78704,30.25152,-97.76962,Entire home/apt,688,2,12,2018-10-15,0.14,1,0,0
54559247,Justin,Camper/RV,1.0,1,0.5,4.87,78704,30.23896,-97.77477,Private room,45,1,484,2023-08-23,5.2,1,344,86
54562024,Tracey,Home,1.0,1,1.0,4.95,78704,30.24436,-97.75772,Private room,76,1,294,2023-08-28,3.19,1,252,42
54651535,Dan,Home,3.0,3,2.0,5.0,78704,30.24361,-97.76659,Entire home/apt,385,3,11,2022-10-17,0.12,1,7,1
54730910,Sherri,Home,4.0,4,2.5,4.85,78741,30.22921,-97.7425,Entire home/apt,283,3,53,2023-04-17,0.64,1,172,4
11162776,Debbie,Rental unit,1.0,1,1.0,4.38,78757,30.33881,-97.71851,Entire home/apt,78,2,8,2016-10-30,0.09,1,0,0
17088289,Amina,Loft,1.0,1,1.0,4.88,78702,30.250532,-97.722946,Entire home/apt,111,1,304,2023-08-14,3.3,4,300,25
950998,Katie,Tiny home,1.0,1,1.0,4.87,78723,30.29768,-97.67868,Entire home/apt,76,2,215,2023-09-03,2.31,3,80,13
37921712,Rob,Guest suite,1.0,1,1.0,4.94,78703,30.28034,-97.76569,Private room,161,2,17,2023-04-23,0.18,2,148,4
12683426,Kim,Guest suite,1.0,1,1.0,4.97,78702,30.2726,-97.7072,Entire home/apt,126,3,310,2023-07-31,3.39,1,74,21
4690405,Andrea,Home,4.0,7,2.5,4.8,78745,30.21554,-97.80618,Entire home/apt,400,2,40,2023-03-19,0.44,1,0,2
7404805,Jinny,Tipi,1.0,1,0.0,5.0,78727,30.43992,-97.75195,Entire home/apt,190,2,3,2019-10-02,0.04,4,364,0
16588026,Michael,Home,2.0,2,2.0,4.87,78751,30.32103,-97.72165,Entire home/apt,200,21,17,2023-05-31,0.18,1,312,3
55680830,Dan,Home,3.0,3,1.5,4.98,78702,30.27547,-97.71646,Entire home/apt,323,3,51,2023-09-04,3.99,1,164,49
14209173,Erin & Greg,Home,3.0,7,2.0,4.96,78723,30.29343,-97.70609,Entire home/apt,295,2,54,2020-09-07,0.59,1,0,0
55798574,Roy,Rental unit,1.0,2,1.0,5.0,78704,30.25558,-97.74562,Entire home/apt,350,1,4,2016-11-07,0.04,1,0,0
9929543,Amelia,Home,3.0,3,2.5,4.91,78702,30.27429,-97.727,Entire home/apt,173,2,47,2023-09-04,0.51,1,69,18
31145479,Michael,Rental unit,1.0,1,1.0,4.0,78701,30.27295,-97.7477,Entire home/apt,600,1,5,2016-07-18,0.05,1,0,0
2909602,Greg,Home,3.0,4,2.0,4.8,78704,30.249,-97.75112,Entire home/apt,625,3,5,2016-04-05,0.05,1,0,0
18259508,Stephanie,Home,2.0,2,2.0,4.85,78751,30.30903,-97.72192,Entire home/apt,200,30,28,2023-03-19,0.31,2,46,2
56249709,Brent,Cabin,1.0,2,1.0,4.9,78702,30.26443,-97.70979,Entire home/apt,129,2,307,2023-08-16,3.34,1,52,26
1488733,Vacasa Texas,Home,2.0,2,0.0,4.94,78757,30.35231,-97.74496,Entire home/apt,207,1,16,2023-08-12,0.18,15,364,4
56533216,Barbra,Home,1.0,1,1.0,4.76,78741,30.22379,-97.69277,Private room,53,30,29,2022-10-23,0.32,1,20,1
1513674,David,Guesthouse,1.0,1,1.0,4.92,78702,30.27342,-97.71968,Entire home/apt,185,2,12,2019-03-12,0.15,1,0,0
28048764,Jessa,Guesthouse,1.0,1,1.0,4.96,78751,30.30941,-97.73132,Entire home/apt,90,3,313,2023-08-21,3.4,2,203,38
10019357,Stefanie,Home,2.0,2,1.0,5.0,78702,30.25582,-97.73255,Entire home/apt,286,2,18,2019-05-27,0.2,3,1,0
9013446,Cindy,Home,1.0,1,1.0,5.0,78756,30.32477,-97.73719,Private room,80,2,3,2017-03-15,0.03,2,0,0
56845619,Aimee,Home,3.0,3,2.0,4.53,78745,30.19434,-97.82096,Entire home/apt,120,2,19,2019-07-14,0.21,2,0,0
56983132,Greg,Home,2.0,3,1.5,4.8,78702,30.25337,-97.71701,Entire home/apt,89,2,5,2016-08-11,0.06,1,0,0
56896716,Ty,Rental unit,1.0,1,1.0,5.0,78704,30.25748,-97.74696,Entire home/apt,375,2,4,2016-04-11,0.04,1,0,0
27665204,Eric,Home,2.0,2,2.5,5.0,78702,30.27783,-97.70669,Entire home/apt,195,3,3,2019-03-15,0.05,1,0,0
37837680,Joan,Home,2.0,3,1.0,4.93,78705,30.29696,-97.74653,Entire home/apt,292,2,57,2023-05-07,0.62,1,321,3
3584580,Katherine,Home,4.0,5,2.5,5.0,78730,30.37484,-97.84352,Entire home/apt,245,3,3,2022-07-27,0.04,3,0,0
3600282,Joel,Rental unit,1.0,2,1.0,4.82,78701,30.28069,-97.74547,Entire home/apt,94,2,11,2017-04-26,0.12,1,0,0
6415315,Pam,Home,4.0,4,2.0,4.75,78704,30.24633,-97.74611,Entire home/apt,215,30,102,2019-11-11,1.12,1,0,0
57411360,Lauri,Loft,1.0,2,1.5,5.0,78751,30.30692,-97.72167,Entire home/apt,150,175,5,2016-10-10,0.05,1,0,0
57460628,Monica,Guesthouse,1.0,1,1.0,4.98,78703,30.28117,-97.76324,Entire home/apt,182,2,194,2023-08-17,2.12,1,227,19
4295000,Nathaniel,Home,3.0,3,2.5,4.86,78704,30.25317,-97.7715,Entire home/apt,196,2,111,2023-08-27,5.87,1,322,64
57656956,Jung,Home,3.0,4,3.5,5.0,78734,30.35026,-97.96182,Entire home/apt,170,28,12,2016-08-01,0.13,1,127,0
36451568,Peter,Rental unit,0.5,2,1.0,4.99,78704,30.25383,-97.77025,Entire home/apt,129,3,145,2023-09-06,1.59,1,59,18
4979807,Liz,Guesthouse,1.0,1,1.0,4.89,78745,30.22128,-97.81356,Entire home/apt,106,3,203,2023-08-27,2.23,1,309,24
27843311,Mike,Home,1.0,1,1.0,5.0,78748,30.17479,-97.82189,Private room,27,31,4,2020-06-04,0.05,4,304,0
57903036,Bianca,Rental unit,0.5,1,1.0,4.33,78705,30.29112,-97.74796,Entire home/apt,130,7,3,2017-07-15,0.03,1,0,0
1794383,Elizabeth,Home,2.0,2,1.5,4.97,78702,30.26141,-97.7294,Entire home/apt,261,2,274,2023-06-25,3.0,1,0,28
58199807,Jeff,Rental unit,1.0,1,1.0,4.33,78704,30.23148,-97.7646,Entire home/apt,100,1,3,2016-03-22,0.03,1,0,0
791308,Tk,Home,2.0,2,2.5,4.53,78703,30.27433,-97.75993,Entire home/apt,229,6,67,2022-04-24,0.73,1,0,0
58365413,Ed,Home,4.0,4,4.5,4.95,78705,30.29676,-97.74368,Entire home/apt,295,30,41,2020-03-08,0.45,1,104,0
26683428,Riley & Tony,Home,3.0,3,2.5,5.0,78746,30.29367,-97.80909,Entire home/apt,399,3,12,2021-09-06,0.15,1,0,0
58451875,Lois,Home,2.0,2,1.5,4.93,78748,30.17834,-97.8182,Private room,89,1,105,2023-06-02,1.14,1,358,6
60707322,Trish,Home,3.0,3,1.0,4.71,78704,30.23823555111101,-97.77126999880154,Entire home/apt,139,3,7,2023-08-22,0.94,1,23,7
58529995,Candace,Home,6.0,7,4.0,4.89,78703,30.29624,-97.76677,Entire home/apt,1375,2,9,2022-10-24,0.1,2,329,1
49009585,Roopa,Home,1.0,1,1.0,4.83,78717,30.48198,-97.78982,Private room,41,29,120,2023-08-31,1.35,4,192,24
58872156,Cindy & James,Home,3.0,4,1.0,4.89,78745,30.2239,-97.8127,Entire home/apt,120,2,11,2016-05-08,0.12,1,0,0
58931466,Luke,Townhouse,3.0,6,2.5,4.95,78702,30.26806,-97.7051,Entire home/apt,377,2,37,2023-09-04,0.41,1,261,6
34924363,Whitney,Rental unit,1.0,1,1.0,5.0,78741,30.23261,-97.73746,Entire home/apt,250,2,6,2016-08-29,0.07,1,0,0
43301105,Willie,Condo,1.0,2,1.0,5.0,78701,30.26633,-97.7431,Entire home/apt,850,1,4,2017-03-16,0.04,1,0,0
59086855,Elise,Bungalow,1.0,1,1.0,5.0,78705,30.2958,-97.72921,Entire home/apt,140,2,12,2022-03-20,0.18,1,0,0
59111874,Mike,Condo,1.0,1,1.0,4.97,78745,30.19921,-97.77768,Entire home/apt,55,2,35,2019-03-30,0.38,1,0,0
2308662,Jean-Pierre,Rental unit,2.0,2,1.0,4.37,78704,30.25586,-97.78097,Entire home/apt,300,3,20,2022-10-17,0.23,1,358,2
10368010,Russell And Alli,Home,3.0,3,2.0,4.9,78704,30.23391,-97.76851,Entire home/apt,92,2,29,2018-01-28,0.34,1,0,0
1833254,Leyla,Guesthouse,0.5,2,1.0,4.8,78723,30.28518,-97.69635,Entire home/apt,56,1,418,2023-09-04,4.58,1,127,58
23072158,Denise,Tiny home,1.0,2,1.0,4.87,78704,30.22941,-97.74526,Entire home/apt,65,2,314,2023-07-30,3.58,3,247,24
45235446,Andrew,Home,1.0,1,1.0,5.0,78750,30.43354,-97.77293,Private room,42,1,22,2020-02-17,0.24,1,0,0
59452947,Gabriel,Home,1.0,1,1.0,5.0,78728,30.46068,-97.68223,Private room,27,1,12,2018-12-25,0.14,1,0,0
17436788,Bay,Rental unit,1.0,1,1.0,4.91,78734,30.42071,-97.92263,Entire home/apt,150,2,206,2023-03-26,2.27,1,0,5
15403953,Ankita,Rental unit,0.5,2,1.0,0.0,78705,30.29008,-97.75042,Entire home/apt,60,1,3,2016-02-28,0.03,1,0,0
44887644,Chris,Place to stay,1.0,1,1.0,4.9,78751,30.31286,-97.71364,Entire home/apt,88,1,184,2017-10-02,2.01,4,0,0
5854631,Sam,Rental unit,2.0,2,1.0,5.0,78702,30.25481,-97.73519,Entire home/apt,119,5,9,2021-01-03,0.12,1,0,0
59839524,Suzanne,Condo,1.0,1,1.0,4.8,78703,30.27382,-97.76301,Entire home/apt,91,2,159,2021-11-15,1.74,1,0,0
969988,Neal,Loft,1.0,1,1.0,4.91,78701,30.26719,-97.73996,Entire home/apt,97,1,32,2020-11-15,0.38,1,0,0
21083462,Kate,Rental unit,1.0,2,1.0,4.75,78705,30.29255,-97.72612,Entire home/apt,50,3,5,2016-10-10,0.05,1,0,0
59923338,Parker,Rental unit,1.0,2,1.0,3.67,78705,30.30051,-97.73425,Entire home/apt,199,1,3,2016-04-10,0.03,1,0,0
59950268,Krista,Rental unit,1.0,1,1.0,4.74,78741,30.24309,-97.73389,Entire home/apt,65,2,68,2020-12-14,0.75,1,0,0
55682742,Chris,Home,4.0,5,2.5,4.9,78744,30.19879,-97.69871,Entire home/apt,350,2,10,2017-10-22,0.11,1,0,0
34049870,Jacqueline,Condo,1.0,1,1.0,4.92,78731,30.3469,-97.75282,Entire home/apt,98,20,53,2023-07-30,0.58,2,255,2
60013204,Patrick,Home,3.0,3,2.0,4.89,78703,30.29946,-97.75969,Entire home/apt,259,2,231,2023-08-25,2.53,3,140,14
11334028,Janie,Home,1.0,1,1.0,5.0,78745,30.20933,-97.76667,Private room,40,1,8,2017-04-24,0.09,2,0,0
60112823,Alice,Guesthouse,1.0,2,1.0,4.86,78751,30.314434005797978,-97.70921171231087,Entire home/apt,110,2,160,2023-07-29,1.75,2,76,6
32535697,Chet,Home,1.0,1,1.0,4.89,78703,30.27438,-97.75658,Entire home/apt,120,2,399,2023-09-05,4.36,7,126,69
2315843,John,Condo,2.0,2,1.5,4.95,78741,30.24446,-97.72382,Entire home/apt,142,4,194,2022-10-24,2.3,1,67,7
110956973,Teri,Townhouse,4.0,4,2.5,5.0,78723,30.30191,-97.70143,Entire home/apt,291,2,5,2019-11-30,0.06,1,0,0
31720074,Chin,Rental unit,1.0,1,2.0,4.67,78704,30.25965,-97.74651,Private room,200,1,3,2016-04-11,0.03,1,0,0
44362649,Tiffany,Rental unit,0.5,1,1.0,5.0,78745,30.20107,-97.77569,Entire home/apt,200,3,3,2016-10-10,0.03,1,0,0
17454664,Lauri,Townhouse,2.0,3,2.5,4.81,78704,30.25673,-97.76478,Entire home/apt,218,2,119,2023-09-05,1.42,1,232,13
16243944,Lisa,Home,5.0,7,4.0,5.0,78704,30.26136,-97.76852,Entire home/apt,837,3,3,2019-04-14,0.04,2,304,0
9268885,Julie And Tony,Guesthouse,1.0,2,1.0,5.0,78734,30.38104,-97.92377,Entire home/apt,123,7,71,2023-07-31,0.78,1,278,4
34442751,Alice,Rental unit,1.0,1,1.0,3.75,78751,30.32471,-97.72696,Entire home/apt,83,1,4,2016-04-18,0.04,1,0,0
60778342,Samantha,Home,1.0,1,1.5,4.74,78748,30.17776,-97.78742,Private room,64,1,302,2023-07-30,3.31,1,8,8
59894416,James,Guesthouse,0.5,2,1.0,4.93,78704,30.23639,-97.75047,Entire home/apt,128,2,408,2023-09-04,4.47,2,30,51
46218652,Alan Battle,Rental unit,1.0,1,1.0,0.0,78741,30.24019,-97.71739,Private room,65,1,4,2016-03-13,0.04,1,0,0
60947359,Farrah,Home,1.0,1,1.0,5.0,78739,30.17333,-97.8599,Entire home/apt,104,2,11,2018-05-27,0.12,1,0,0
60961173,Werner,Home,1.0,1,1.5,4.78,78744,30.19695,-97.69854,Private room,3900,1,23,2019-11-04,0.3,1,0,0
60544604,Emily,Home,1.0,1,1.5,5.0,78702,30.26988,-97.70572,Private room,65,2,3,2016-03-21,0.03,1,0,0
61138321,David,Home,1.0,2,2.0,4.88,78741,30.22607,-97.69153,Private room,85,1,8,2016-05-30,0.09,1,0,0
50671207,Rachel,Home,3.0,4,2.0,4.76,78757,30.35437,-97.74444,Entire home/apt,206,2,17,2023-07-31,0.2,7,365,1
15884689,Emily,Home,2.0,2,1.0,4.4,78703,30.28152,-97.75834,Entire home/apt,400,1,11,2022-10-23,0.12,4,87,1
3221544,Ellen,Cottage,2.0,2,1.0,4.92,78704,30.2561,-97.7679,Entire home/apt,130,2,14,2018-10-28,0.16,1,0,0
60126667,Patrice & Daniel,Guest suite,0.5,2,1.0,4.97,78751,30.32073,-97.72034,Entire home/apt,95,1,453,2023-09-03,4.97,1,288,66
17926381,Chad,Home,2.0,2,1.0,5.0,78702,30.27358,-97.72346,Private room,165,2,47,2018-06-24,0.52,1,0,0
16429084,Amy,Home,4.0,5,2.0,5.0,78731,30.33227,-97.7583,Entire home/apt,1114,2,43,2023-08-27,1.27,1,326,17
61444064,Estee,Home,1.0,1,1.0,4.64,78703,30.27463,-97.75582,Private room,75,1,11,2016-10-23,0.12,1,0,0
5651045,Melissa,Townhouse,2.0,2,2.5,4.96,78741,30.22995,-97.7136,Entire home/apt,550,5,24,2021-10-25,0.27,1,88,0
425821,Alex & Kristal,Home,2.0,3,1.0,5.0,78751,30.31021,-97.71245,Entire home/apt,138,30,12,2023-07-25,0.13,2,95,3
61552413,Ellice,Rental unit,0.5,1,1.0,4.71,78702,30.26122,-97.69881,Entire home/apt,85,1,7,2017-03-12,0.08,1,0,0
11770384,Christine,Home,2.0,3,2.5,4.8,78702,30.28006,-97.71915,Entire home/apt,475,2,72,2023-04-03,0.93,2,0,4
61634764,Cheryl,Guesthouse,1.0,1,1.5,4.98,78757,30.349,-97.72385,Entire home/apt,150,2,81,2023-05-21,0.89,1,342,14
61702435,Chris,Home,1.0,1,1.0,4.75,78723,30.2984,-97.6765,Private room,100,1,4,2016-03-20,0.04,1,0,0
61773205,Gwenneth,Home,1.0,1,1.0,5.0,78749,30.22532,-97.86134,Private room,60,1,4,2017-03-15,0.04,1,0,0
18259508,Stephanie,Home,1.0,1,1.0,4.95,78751,30.30937,-97.72174,Private room,80,30,83,2023-08-31,0.91,2,44,5
61959031,Jonathan,Rental unit,1.0,1,1.0,3.67,78741,30.24149,-97.70898,Private room,40,1,3,2016-06-28,0.03,1,0,0
61413845,Melanie,Home,3.0,3,2.0,5.0,78735,30.24195,-97.84988,Entire home/apt,500,2,3,2016-05-22,0.03,1,0,0
59830338,James,Home,1.0,1,1.5,5.0,78702,30.25833,-97.72083,Private room,125,2,3,2017-03-19,0.04,2,0,0
59830338,James,Home,1.0,1,1.5,4.75,78702,30.25992,-97.71823,Private room,125,2,4,2017-03-17,0.04,2,0,0
62332236,Adrian And Alisha,Rental unit,1.0,2,1.0,4.6,78745,30.19832,-97.77154,Entire home/apt,250,1,5,2016-03-21,0.05,1,0,0
62417001,Theresa,Condo,1.0,2,1.0,5.0,78704,30.26079,-97.77458,Entire home/apt,85,30,5,2022-06-10,0.07,1,0,0
38689128,Arif,Home,2.0,2,1.0,4.74,78703,30.27695,-97.76131,Entire home/apt,179,21,203,2023-05-08,3.04,1,178,19
9034012,Aj,Guest suite,1.0,1,1.0,4.58,78746,30.29412,-97.83413,Private room,125,2,12,2022-03-27,0.13,2,90,0
56990893,Jonathan,Townhouse,2.0,2,2.0,4.81,78731,30.35079,-97.75972,Entire home/apt,129,2,94,2023-09-04,1.04,1,82,20
41504644,Lindsey,Condo,0.5,3,1.0,4.96,78705,30.29103,-97.74717,Entire home/apt,111,2,23,2023-05-08,1.89,1,336,23
62926106,Guy,Bungalow,2.0,3,2.0,4.59,78734,30.37264,-97.9868,Entire home/apt,225,2,17,2021-02-07,0.19,18,160,0
17871651,Michelle,Condo,2.0,3,2.5,4.86,78753,30.35256,-97.68353,Entire home/apt,93,1,73,2023-08-13,0.8,1,74,41
20626905,Jonathan,Rental unit,1.0,1,1.0,4.76,78704,30.25219,-97.74486,Private room,65,1,265,2021-10-11,3.34,1,0,0
63378795,Michelle,Home,1.0,1,1.0,4.5,78757,30.35066,-97.73455,Private room,53,1,4,2016-05-19,0.04,1,0,0
1795246,Ingrid,Home,1.0,1,1.5,4.85,78704,30.25292,-97.75397,Entire home/apt,75,31,20,2023-08-04,0.24,1,144,5
487072,Greg & Amanda,Home,2.0,2,1.0,4.86,78757,30.36147,-97.7268,Entire home/apt,178,45,49,2023-04-26,0.54,12,337,5
4240498,Kelley,Rental unit,1.0,2,1.0,4.94,78751,30.30702,-97.7308,Entire home/apt,89,1,262,2020-03-15,2.89,1,0,0
1404731,Daniel,Guesthouse,2.0,3,1.0,4.91,78702,30.26148,-97.7309,Entire home/apt,124,4,522,2023-08-27,5.76,5,121,63
1404731,Daniel,Guesthouse,1.0,2,1.0,4.87,78702,30.26148,-97.7309,Entire home/apt,110,4,512,2023-08-27,5.65,5,136,60
44487,C.,Guesthouse,0.5,4,1.0,4.89,78704,30.24654,-97.73966,Entire home/apt,117,1,376,2023-08-26,4.18,2,320,59
65302307,Hamed,Home,2.0,3,1.0,4.93,78752,30.32973,-97.71919,Entire home/apt,127,2,14,2023-09-04,0.32,1,67,8
3353143,Anna & Chad,Guest suite,1.0,2,1.0,4.96,78702,30.25635,-97.71637,Entire home/apt,67,2,668,2023-08-15,7.39,2,0,80
15782486,Lodgewell,Loft,2.0,3,1.0,4.76,78701,30.26861,-97.7407,Entire home/apt,180,1,157,2023-04-09,1.75,47,157,14
2006749,Jenny & Tom,Rental unit,1.0,1,1.0,4.87,78751,30.3024,-97.73284,Entire home/apt,80,1,506,2023-09-03,5.62,2,344,31
66225869,Lee,Guesthouse,1.0,1,1.0,4.9,78721,30.27766,-97.6866,Entire home/apt,85,2,60,2023-08-27,4.56,1,131,55
17573742,Nathaniel,Home,2.0,2,1.0,4.62,78704,30.2429,-97.75168,Entire home/apt,125,2,26,2017-04-23,0.29,1,0,0
3626574,Bill,Home,1.0,1,1.0,4.96,78704,30.24455,-97.74532,Entire home/apt,183,1,880,2023-08-23,9.91,4,285,91
14207302,John,Home,3.0,3,2.5,4.99,78702,30.26334,-97.72067,Entire home/apt,500,2,126,2023-04-16,1.4,1,327,6
24488398,Robert,Rental unit,1.0,1,1.0,4.56,78703,30.26761,-97.75572,Entire home/apt,180,2,33,2019-01-01,0.37,1,0,0
731401,Esther R,Home,2.0,2,2.0,5.0,78704,30.24215,-97.75036,Entire home/apt,295,3,62,2023-03-17,0.72,2,82,5
66363757,Ben,Loft,1.0,1,1.5,4.86,78741,30.23236,-97.71757,Entire home/apt,115,2,23,2017-11-12,0.26,3,0,0
27841769,Macie,Condo,1.0,1,1.0,4.81,78705,30.29353,-97.72368,Entire home/apt,100,2,32,2019-10-13,0.36,1,0,0
21382575,Whitney,Guesthouse,2.0,2,1.5,4.76,78704,30.24235,-97.76456,Entire home/apt,162,4,201,2023-05-29,2.31,2,148,17
22014033,Brad,Home,1.0,1,1.0,4.95,78702,30.25017,-97.72951,Private room,69,1,314,2022-06-19,3.5,1,32,0
20613441,Josua,Townhouse,2.0,2,2.5,5.0,78704,30.25012,-97.76869,Entire home/apt,200,2,23,2017-05-29,0.27,1,0,0
67733483,Rachel And Brian,Home,3.0,4,2.0,4.92,78748,30.16228,-97.85258,Entire home/apt,105,6,12,2023-08-01,0.13,1,252,3
54232093,Jonathan,Home,2.0,3,1.0,4.4,78702,30.27599,-97.72838,Entire home/apt,500,2,5,2018-03-12,0.06,1,0,0
67803878,Sarah,Guesthouse,1.0,1,1.0,4.87,78703,30.28408,-97.76162,Entire home/apt,55,30,46,2019-01-31,0.52,1,0,0
44664003,Tobin,Rental unit,2.0,2,1.0,4.9,78704,30.24547,-97.77175,Entire home/apt,99,2,356,2023-08-13,3.97,7,328,37
2157243,Sean,Bungalow,2.0,3,1.0,4.81,78703,30.27634,-97.76143,Entire home/apt,164,2,187,2023-09-01,2.15,8,121,5
67951138,Trey,Home,3.0,4,2.0,5.0,78747,30.13631,-97.76634,Entire home/apt,300,30,5,2022-08-22,0.27,1,345,0
66926306,Lisa,Home,5.0,6,4.0,5.0,78732,30.36096,-97.90938,Entire home/apt,385,5,3,2017-07-26,0.03,1,0,0
