host_id,host_name,property_type,bedrooms,beds,bathrooms,ratings,neighbourhood,latitude,longitude,room_type,daily_price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
170633892,Olivia,Rental unit,2.0,6,2.0,5.0,78701,30.26027369602584,-97.73983378337417,Entire home/apt,375,2,3,2023-08-21,2.81,3,301,3
299606671,Dina,Home,1.0,1,1.5,4.5,78754,30.35997,-97.63833,Private room,39,25,4,2022-03-31,0.12,14,352,0
214724239,Edgard,Rental unit,1.0,1,1.0,4.84,78758,30.4048,-97.71997,Entire home/apt,114,3,45,2023-09-03,1.35,1,142,18
19622728,Devon,Home,3.0,2,2.0,4.93,78702,30.27204,-97.71199,Entire home/apt,300,2,15,2023-07-27,0.82,1,315,3
367670680,Martin,Rental unit,1.0,1,1.0,4.95,78704,30.237492,-97.755196,Entire home/apt,167,1,19,2023-05-08,0.57,30,23,1
16446286,Jenny,Guesthouse,2.0,2,1.0,5.0,78703,30.28512,-97.75863,Entire home/apt,223,2,26,2023-07-30,2.14,1,312,26
367565136,Dijo,Home,5.0,5,2.0,4.83,78745,30.20554,-97.77001,Entire home/apt,399,2,53,2023-09-04,1.96,17,78,22
281887,Disney,Home,2.0,2,1.0,4.89,78702,30.27478574813384,-97.72596935277916,Entire home/apt,140,31,28,2023-08-26,0.96,1,143,15
3086224,Fiona,Home,3.0,3,2.0,4.91,78725,30.21507,-97.63669,Entire home/apt,140,2,74,2022-11-22,2.26,1,1,9
124060715,Evolve,Condo,2.0,2,2.0,5.0,78704,30.24575,-97.77728,Entire home/apt,223,2,34,2023-05-16,1.03,44,347,4
114422088,French Cowboys Management,Home,3.0,3,2.0,4.72,78721,30.26701,-97.68061,Entire home/apt,142,2,53,2023-08-27,1.6,25,324,18
56277017,Marion,Home,2.0,3,1.0,4.98,78741,30.24158,-97.69327,Private room,115,2,51,2023-09-04,1.68,1,167,13
123027083,Lydia,Home,3.0,5,2.0,4.99,78728,30.44501,-97.68012,Entire home/apt,138,2,74,2023-09-07,4.4,2,156,50
20851570,Lindsey,Rental unit,0.5,1,1.0,4.68,78752,30.3299,-97.70239,Entire home/apt,65,1,25,2023-06-19,0.76,34,158,6
20851570,Lindsey,Rental unit,0.5,1,1.0,4.75,78752,30.32849,-97.70405,Entire home/apt,75,1,36,2023-07-31,1.09,34,139,8
231866454,Ender,Home,0.5,2,1.0,4.81,78702,30.254482211940143,-97.71609077721368,Entire home/apt,102,1,210,2023-08-20,6.34,2,58,64
48205630,Gregory,Bungalow,2.0,3,1.0,4.94,78704,30.24902,-97.76322,Entire home/apt,201,1,68,2023-09-01,2.57,1,0,38
20851570,Lindsey,Rental unit,0.5,1,1.0,4.59,78752,30.32873,-97.70464,Entire home/apt,65,1,37,2023-06-30,1.13,34,117,9
20851570,Lindsey,Rental unit,0.5,1,1.0,4.74,78752,30.32833,-97.7024,Entire home/apt,62,1,31,2023-07-30,0.95,34,158,4
20851570,Lindsey,Rental unit,0.5,1,1.0,4.56,78752,30.32815,-97.70283,Entire home/apt,75,1,36,2023-08-09,1.11,34,149,4
349890362,John,Cabin,1.0,2,1.0,4.96,78736,30.24643,-97.97829,Entire home/apt,170,1,183,2023-08-20,5.54,2,357,51
20851570,Lindsey,Rental unit,0.5,1,1.0,4.45,78752,30.32823,-97.70324,Entire home/apt,65,1,20,2023-05-08,0.62,34,105,6
120252115,Azucena,Guesthouse,0.5,1,1.0,4.95,78731,30.32205,-97.75285,Entire home/apt,90,2,80,2023-08-13,2.41,1,152,25
367670680,Martin,Rental unit,1.0,2,1.0,5.0,78704,30.237492,-97.755196,Entire home/apt,208,7,5,2023-03-16,0.18,30,0,1
88769927,Jason,Condo,5.0,12,3.0,4.9,78702,30.2654,-97.73196,Entire home/apt,152,1,42,2023-08-06,1.36,16,331,11
9796520,Preston,Home,3.0,7,2.0,4.96,78741,30.24446,-97.73221,Entire home/apt,599,3,55,2023-06-25,1.89,5,348,16
75097084,Justin,Home,3.0,5,2.0,4.86,78744,30.1588,-97.78403,Entire home/apt,172,2,44,2023-04-30,1.39,1,156,11
42423432,Ted,Condo,1.0,1,1.0,4.79,78704,30.25333,-97.74695,Entire home/apt,65,2,141,2023-07-09,4.28,1,0,24
380320577,Ana Maria,Rental unit,1.0,1,1.0,4.68,78704,30.24971,-97.74744,Entire home/apt,96,8,87,2023-08-13,2.86,7,17,37
10152231,Coleman,Home,1.0,2,1.0,4.96,78702,30.26462171973364,-97.7122669339798,Entire home/apt,114,1,118,2023-09-07,6.48,6,127,75
39244171,Alex,Home,2.0,3,1.5,4.87,78704,30.24602,-97.78359,Entire home/apt,168,3,128,2023-07-09,3.88,4,59,28
302142399,Brian,Home,7.0,10,4.5,4.74,78737,30.20252,-97.98785,Entire home/apt,588,3,58,2023-08-28,1.77,6,216,18
380741685,Chriselda,Home,3.0,4,1.0,5.0,78723,30.31463,-97.68276,Entire home/apt,115,30,4,2023-06-17,0.15,1,75,2
73406332,Michael,Condo,1.0,2,1.0,5.0,78701,30.27077,-97.7486,Entire home/apt,289,2,4,2023-09-04,0.14,2,2,2
73406332,Michael,Condo,2.0,3,2.0,5.0,78701,30.27111,-97.74645,Entire home/apt,349,7,3,2023-08-20,0.11,2,0,2
109638288,Vacasa Texas,Condo,2.0,3,1.0,4.55,78701,30.27288,-97.75076,Entire home/apt,217,1,44,2023-07-23,1.42,43,354,24
7916294,Caroline,Home,3.0,7,2.0,4.93,78702,30.25715,-97.72939,Entire home/apt,199,1,82,2023-08-27,2.88,1,154,30
34537451,Samuel,Tiny home,1.0,1,1.0,4.9,78721,30.26055,-97.68595,Entire home/apt,136,3,132,2023-08-11,4.1,7,79,32
16047277,Mireille,Rental unit,3.0,4,3.0,4.33,78703,30.2733,-97.75658,Entire home/apt,1579,1,3,2023-04-23,0.1,8,320,1
370754207,Serita,Home,3.0,3,2.5,5.0,78727,30.41722,-97.73424,Entire home/apt,438,30,10,2022-11-30,0.36,23,0,1
381234150,Joseph,Guesthouse,1.0,1,1.5,5.0,78728,30.43864,-97.68306,Private room,50,1,4,2023-07-31,0.37,1,65,4
381336860,Sebastian,Home,3.0,5,2.5,4.95,78745,30.2007,-97.79798,Entire home/apt,221,2,19,2023-07-23,0.6,1,0,1
62579312,Rob,Rental unit,3.0,4,2.0,4.0,78736,30.23999786376953,-97.89025115966795,Entire home/apt,68,28,6,2022-09-29,0.18,1,0,2
1523587,Dallas,Home,4.0,5,2.0,5.0,78749,30.2188,-97.84897,Entire home/apt,395,3,5,2023-04-15,0.18,19,337,2
499072196,Lisa,Home,4.0,7,2.5,4.82,78727,30.4373150589825,-97.73401909020136,Entire home/apt,173,2,137,2023-08-27,4.19,11,322,53
117357531,Austin,Home,4.0,5,3.0,5.0,78703,30.29849,-97.7808,Entire home/apt,959,5,8,2021-08-27,0.25,1,0,0
382158106,Alexander,Rental unit,1.0,1,1.0,4.95,78703,30.27408,-97.75673,Entire home/apt,124,1,132,2023-09-04,4.09,1,121,25
109534487,Mayra,Home,3.0,4,2.0,4.51,78734,30.42966,-97.94489,Entire home/apt,389,1,71,2023-04-09,2.18,4,67,12
2030557,Gabriel,Condo,1.0,2,1.0,5.0,78758,30.40319,-97.70846,Entire home/apt,85,90,5,2023-08-12,0.24,1,272,3
326009488,James,Guesthouse,0.5,1,1.0,5.0,78723,30.29373,-97.68034,Entire home/apt,53,60,9,2023-08-06,0.28,3,180,2
382629741,Shanon,Home,3.0,3,2.5,4.96,78702,30.26293,-97.73235,Entire home/apt,235,3,134,2023-08-09,4.38,2,48,43
18668621,Peter,Guest suite,0.5,1,1.0,4.73,78702,30.26635,-97.71802,Entire home/apt,379,1,177,2023-06-19,5.41,6,0,23
64554019,Todd,Guesthouse,2.0,2,1.0,4.98,78737,30.20361,-97.98988,Entire home/apt,122,2,63,2023-08-21,2.0,1,339,19
19159030,Katherine,Home,2.0,2,2.0,4.88,78721,30.26832,-97.68284,Entire home/apt,220,2,56,2023-09-04,1.81,2,33,9
129618273,Markham,Home,3.0,3,1.0,4.7,78704,30.22685,-97.76876,Entire home/apt,350,2,10,2023-05-08,0.63,1,178,7
15244076,Samantha,Condo,1.0,1,1.0,4.97,78701,30.25318,-97.73827,Entire home/apt,204,2,138,2023-09-04,7.77,1,219,97
124060715,Evolve,Home,2.0,3,1.5,4.73,78745,30.20129,-97.78775,Entire home/apt,161,3,11,2022-05-30,0.36,44,206,0
21408258,Adam,Home,1.0,1,1.0,4.73,78745,30.20265,-97.78158,Private room,57,2,73,2023-07-27,2.28,4,90,18
300958221,Mike,Home,4.0,7,3.0,4.98,78702,30.25332,-97.71762,Entire home/apt,596,1,48,2023-09-04,1.57,4,202,19
334594296,Deborah,Home,5.0,10,5.5,4.89,78734,30.38096,-97.95675,Entire home/apt,995,3,28,2023-08-28,1.35,1,364,12
367670680,Martin,Rental unit,2.0,2,2.0,5.0,78704,30.237497,-97.755234,Entire home/apt,401,2,12,2022-10-24,0.38,30,0,2
8402421,Andy,Condo,2.0,2,2.0,5.0,78701,30.26813,-97.74439,Entire home/apt,176,90,4,2023-08-11,0.13,3,267,2
373424555,Lynn,Rental unit,1.0,1,1.5,4.78,78701,30.26884,-97.73493,Entire home/apt,128,29,58,2023-08-13,1.98,9,25,35
299606671,Dina,Home,1.0,1,0.0,5.0,78747,30.13928,-97.76299,Private room,41,29,3,2021-10-02,0.1,14,365,0
186131841,Daniela,Guesthouse,3.0,4,3.0,4.98,78741,30.2447,-97.73383,Entire home/apt,270,2,58,2023-08-01,2.1,1,164,17
11063837,Carrie,Home,1.0,3,1.0,4.85,78704,30.23627,-97.7683,Entire home/apt,84,2,55,2023-08-20,1.75,3,87,24
372793610,Roots And Arrows,Condo,2.0,3,2.0,4.9,78701,30.27198,-97.74841,Entire home/apt,359,2,10,2023-03-13,0.31,3,66,2
372793610,Roots And Arrows,Rental unit,0.5,2,1.0,4.25,78701,30.27252,-97.74721,Entire home/apt,255,2,4,2022-07-04,0.17,3,67,0
367670680,Martin,Rental unit,1.0,1,1.0,5.0,78704,30.237497,-97.755234,Entire home/apt,209,14,9,2021-10-02,0.28,30,0,0
299606671,Dina,Home,1.0,1,1.5,4.5,78754,30.36217,-97.63849,Private room,39,15,6,2023-05-21,0.19,14,365,1
37908712,Priscilla,Home,1.0,1,1.0,4.97,78758,30.3576,-97.71341,Private room,85,2,65,2023-04-18,2.02,2,87,7
1568741,Jim O',Tiny home,1.0,1,1.0,4.89,78745,30.20975,-97.76912,Private room,45,3,61,2023-07-24,1.94,17,173,16
20851570,Lindsey,Rental unit,0.5,1,1.0,4.66,78752,30.33021,-97.70323,Entire home/apt,65,1,41,2023-08-20,1.4,34,152,12
579290,Jay,Home,2.0,2,1.0,4.75,78704,30.25028,-97.76928,Entire home/apt,150,28,4,2022-11-04,0.16,19,41,1
6037067,Mali'S Theme,Home,2.0,2,1.5,5.0,78704,30.24424118188623,-97.7390323992662,Entire home/apt,159,4,65,2023-08-27,2.35,5,139,37
246235981,Ames - Austin Vacay,Home,3.0,4,2.0,4.4,78702,30.251896947187667,-97.71484805798208,Entire home/apt,178,1,219,2023-08-29,6.81,17,96,51
66993723,Carlos,Home,2.0,2,2.0,5.0,78750,30.45079,-97.79733,Entire home/apt,89,28,4,2023-08-15,0.15,1,192,1
179123795,Caleb,Home,3.0,6,2.0,4.91,78734,30.38811,-97.96815,Entire home/apt,268,1,57,2023-08-13,2.0,1,357,14
384450529,Charles,Townhouse,3.0,4,3.5,4.87,78741,30.24413,-97.72708,Entire home/apt,495,2,23,2022-05-22,0.72,1,0,0
367670680,Martin,Rental unit,1.0,1,1.0,5.0,78704,30.237497,-97.755234,Entire home/apt,176,10,6,2023-03-20,0.19,30,0,1
817049,Andy,Home,3.0,3,2.5,4.82,78704,30.24401,-97.7476,Entire home/apt,855,30,11,2023-03-19,0.37,3,120,2
352881984,Mirela,Home,2.0,3,1.0,4.99,78756,30.32863,-97.73167,Entire home/apt,113,2,82,2023-08-04,2.58,1,29,26
5575479,Vi,Condo,1.0,1,1.0,4.83,78741,30.24116,-97.73292,Shared room,80,1,23,2023-05-21,0.71,2,0,5
20672269,Sarah,Home,3.0,3,3.0,4.8,78702,30.27555,-97.71439,Entire home/apt,138,30,5,2023-08-08,0.22,2,153,3
1299791,Patrick,Home,3.0,3,2.0,4.69,78723,30.29493,-97.6845,Entire home/apt,122,1,102,2023-07-31,3.21,2,157,35
32835757,Heather,Home,2.0,3,2.0,4.99,78734,30.38055,-97.95908,Entire home/apt,195,2,89,2023-09-04,3.08,1,330,27
31591032,Alice,Home,3.0,3,1.5,4.83,78704,30.23661,-97.76557,Entire home/apt,100,3,29,2023-08-17,0.96,1,72,2
385121277,Mountain Star Lodge,Hotel,1.0,1,1.0,4.55,78738,30.32319,-97.95363,Private room,159,1,29,2023-07-29,0.93,1,267,3
11653122,Carey,Home,2.0,3,2.5,4.65,78704,30.248659150796254,-97.7398001511768,Entire home/apt,450,2,20,2023-05-29,0.64,1,334,4
300354917,Chris & Rose,Home,4.0,15,3.0,4.93,78736,30.24056,-97.91789,Entire home/apt,479,2,76,2023-09-03,2.38,3,328,26
1743143,Chris,Home,3.0,3,1.0,4.96,78702,30.25794,-97.73028,Entire home/apt,184,4,27,2023-05-22,0.92,1,47,18
1568741,Jim O',Campsite,10.0,16,1.0,4.81,78745,30.2099,-97.77079,Entire home/apt,24,2,16,2023-05-15,0.54,17,363,5
367670680,Martin,Rental unit,1.0,2,1.0,5.0,78704,30.237497,-97.755234,Entire home/apt,240,2,8,2021-08-01,0.25,30,21,0
70405371,Sean,Home,3.0,3,2.5,5.0,78702,30.26412,-97.72008,Entire home/apt,327,3,47,2023-08-27,1.58,1,10,7
62998835,Lauren,Home,1.0,1,1.0,4.87,78745,30.20623,-97.79821,Private room,74,1,52,2023-07-22,1.83,1,4,22
367670680,Martin,Rental unit,1.0,2,1.0,5.0,78704,30.237497,-97.755234,Entire home/apt,212,2,9,2022-03-19,0.3,30,0,0
106511023,Christopher,Home,3.0,3,3.0,5.0,78724,30.29374,-97.64247,Entire home/apt,305,2,24,2023-08-12,1.66,1,34,15
53224343,Taylor,Guest suite,1.0,1,1.0,4.92,78723,30.3006,-97.67966,Entire home/apt,55,1,128,2023-09-06,4.06,20,315,53
367670680,Martin,Rental unit,1.0,2,1.0,4.73,78704,30.237497,-97.755234,Entire home/apt,205,2,11,2022-03-19,0.35,30,23,0
24916491,Maggie,Loft,2.0,2,1.0,4.96,78704,30.24527,-97.77838,Entire home/apt,184,1,102,2023-07-09,3.55,1,141,40
64572112,Zachary,Home,4.0,6,2.5,4.95,78745,30.2246,-97.79443,Entire home/apt,308,2,117,2023-09-04,3.67,1,156,34
132665147,Kimberly,Home,3.0,12,2.0,5.0,78734,30.41101,-97.93575,Entire home/apt,356,1,154,2023-08-13,4.92,3,296,58
49504129,Ross,Guesthouse,1.0,2,1.0,4.97,78749,30.23189,-97.84603,Entire home/apt,84,2,65,2023-09-04,2.34,1,108,27
34705731,Dominic,Guest suite,1.0,1,1.0,4.93,78744,30.14975,-97.71569,Entire home/apt,55,1,207,2023-09-03,6.81,2,137,77
375945296,Nury,Home,1.0,1,1.5,5.0,78728,30.4611,-97.68271,Private room,50,3,9,2023-08-21,2.93,4,68,9
1455701,Jules,Home,3.0,3,2.0,4.82,78702,30.25432,-97.72147,Entire home/apt,169,3,60,2023-09-05,1.93,1,230,31
150360239,Emma And Will,Home,3.0,4,1.5,4.91,78704,30.23373,-97.75311,Entire home/apt,276,1,57,2023-08-21,2.42,1,168,21
84767145,Lucy,Home,1.0,1,1.0,4.67,78723,30.29012,-97.67816,Private room,70,1,6,2023-06-20,0.19,13,66,3
9475947,Suana,Guest suite,1.0,1,1.0,4.96,78702,30.2561,-97.73224,Private room,118,2,49,2023-08-11,1.59,5,10,11
9475947,Suana,Home,1.0,1,1.0,4.98,78702,30.25397,-97.73088,Private room,951,2,48,2023-09-06,1.52,5,10,9
343836805,Juno,Condo,1.0,2,1.0,4.72,78701,30.27963,-97.73929,Entire home/apt,105,2,161,2023-08-22,5.11,27,227,59
79299680,Nelson,Home,3.0,3,2.0,4.8,78727,30.43766,-97.74482,Entire home/apt,173,30,5,2023-02-21,0.17,1,253,2
386282496,John,Guesthouse,0.5,1,1.0,4.83,78703,30.29349,-97.76597,Entire home/apt,94,2,64,2023-08-20,2.03,1,65,18
386235109,Mayra,Home,2.0,4,2.0,4.59,78734,30.41909,-97.94381,Entire home/apt,390,1,87,2023-06-11,2.86,1,102,23
285295166,Ames - Austin Vacay,Home,4.0,4,2.0,4.7,78757,30.3405,-97.72227,Entire home/apt,185,1,104,2023-08-13,3.27,21,262,31
169708070,Logan,Home,2.0,2,2.0,4.7,78757,30.34647,-97.7326,Entire home/apt,150,2,50,2023-09-04,1.66,2,73,21
20234127,Josie & Seth,Home,2.0,2,2.5,4.58,78745,30.22907,-97.78747,Entire home/apt,210,28,12,2023-07-09,0.41,2,97,7
7965819,Ann,Condo,1.0,2,1.0,5.0,78757,30.35474,-97.73654,Entire home/apt,102,30,8,2023-02-05,0.27,1,307,3
3626574,Bill,Home,1.0,1,1.0,4.97,78704,30.24656,-97.74578,Entire home/apt,213,1,230,2023-08-17,7.51,4,278,85
16581151,June,Guest suite,1.0,2,1.0,4.88,78721,30.28016771300055,-97.68447650296125,Entire home/apt,80,1,175,2023-01-14,5.54,2,0,22
375042162,Cheryl,Home,3.0,3,2.5,4.84,78729,30.4466,-97.75292,Entire home/apt,125,2,49,2023-08-08,1.59,2,76,11
75664993,Gena,Guest suite,1.0,2,1.0,4.86,78704,30.24474,-97.78454,Entire home/apt,121,2,21,2023-03-14,0.87,1,151,3
25717442,Margaret,Home,1.0,1,1.0,4.59,78721,30.27334,-97.68493,Private room,48,1,90,2023-06-04,2.86,3,78,18
349350515,Rudy,Rental unit,1.0,1,1.0,4.92,78741,30.23749,-97.72325,Entire home/apt,87,3,50,2023-08-27,3.11,2,33,35
147935772,David,Home,0.5,1,1.0,5.0,78746,30.31675,-97.79879,Entire home/apt,325,2,47,2023-09-04,1.58,3,56,16
9475947,Suana,Home,3.0,3,2.5,4.92,78702,30.25583,-97.73241,Entire home/apt,290,2,72,2023-08-30,2.34,5,299,30
15782486,Lodgewell,Townhouse,2.0,2,1.5,4.27,78704,30.259354,-97.773399,Entire home/apt,111,2,11,2023-07-30,0.62,47,126,10
347316480,Katy,Rental unit,2.0,2,2.0,4.74,78704,30.23813,-97.78429,Entire home/apt,181,1,69,2023-05-07,2.19,8,0,21
77585252,Lars,Guest suite,0.5,2,1.0,4.99,78745,30.19184,-97.79538,Entire home/apt,119,2,77,2023-08-19,2.82,3,144,27
251180254,Jon - Austin Vacay,Rental unit,1.0,2,1.0,4.49,78704,30.26183,-97.77375,Entire home/apt,87,1,141,2023-08-27,4.46,13,336,52
33740739,Christine,Townhouse,3.0,3,2.0,4.94,78758,30.39146,-97.69759,Entire home/apt,200,2,54,2023-08-01,1.73,1,81,9
367670680,Martin,Rental unit,1.0,1,1.0,4.96,78704,30.237497,-97.755234,Entire home/apt,240,2,24,2023-07-23,0.8,30,91,4
69246211,Ashley & Jeff,Cabin,3.0,7,2.0,4.94,78732,30.3336,-97.92432,Entire home/apt,268,2,103,2023-08-20,3.34,1,293,34
18153980,Kristine,Townhouse,2.0,2,2.5,3.69,78741,30.22974,-97.71888,Entire home/apt,129,1,35,2023-07-30,1.11,7,352,5
123027083,Lydia,Home,3.0,5,2.0,4.96,78745,30.19697,-97.79557,Entire home/apt,135,2,72,2023-08-29,2.33,2,206,12
10768114,Michael And Helen,Home,3.0,3,2.0,4.83,78704,30.23368,-97.75257,Entire home/apt,282,2,64,2023-07-23,2.14,1,293,25
384461518,Kerstin,Home,2.0,2,2.0,5.0,78734,30.396,-97.91916,Entire home/apt,170,2,17,2023-07-29,0.94,1,14,7
367670680,Martin,Rental unit,1.0,2,1.0,4.86,78704,30.237497,-97.755234,Entire home/apt,195,30,7,2021-06-20,0.23,30,0,0
180955964,Kierra,Rental unit,1.0,1,1.0,4.92,78748,30.13801,-97.80034,Entire home/apt,120,2,12,2021-07-11,0.39,1,0,0
54724207,Farzane,Home,1.0,1,1.0,4.81,78727,30.41382,-97.68406,Private room,73,1,64,2023-09-03,2.57,2,74,27
20439741,Blake,Condo,2.0,2,1.5,4.92,78703,30.29031,-97.77247,Entire home/apt,200,3,13,2023-01-21,0.45,1,350,3
369844945,Darlene,Home,3.0,3,2.0,4.92,78723,30.31577,-97.69145,Entire home/apt,136,2,51,2023-08-13,1.66,7,86,15
18511496,Christine,Guest suite,0.5,1,1.0,4.95,78724,30.28766,-97.66148,Entire home/apt,74,1,239,2023-09-04,7.98,3,140,101
387977994,Matthew,Home,2.0,2,1.0,5.0,78721,30.25753,-97.68425,Entire home/apt,129,2,22,2023-09-06,0.71,1,40,17
388019784,Jacob,Tiny home,1.0,4,1.0,4.78,78724,30.28686,-97.63727,Entire home/apt,132,2,91,2023-07-16,3.0,5,91,17
388019784,Jacob,Tiny home,1.0,4,1.0,4.81,78724,30.28687,-97.63668,Entire home/apt,132,2,85,2023-08-07,2.76,5,97,19
21087795,Lane,Home,1.0,1,1.5,5.0,78741,30.21663,-97.70039,Private room,59,1,7,2022-06-10,0.23,3,71,0
367697136,Mint House,Serviced apartment,3.0,4,1.0,4.5,78704,30.25361,-97.74674,Entire home/apt,495,1,68,2023-07-23,2.31,7,22,27
367697136,Mint House,Serviced apartment,2.0,3,1.0,4.62,78704,30.25479,-97.74691,Entire home/apt,404,1,135,2023-08-15,4.49,7,24,50
128772353,David,Guesthouse,2.0,2,1.5,5.0,78722,30.28888,-97.71911,Entire home/apt,140,2,81,2023-06-27,2.64,1,85,30
34455863,Jack,Home,3.0,5,2.5,4.76,78704,30.24965,-97.77575,Entire home/apt,280,2,49,2023-08-20,1.58,1,136,16
13107674,Balu,Home,3.0,3,2.5,5.0,78702,30.25947,-97.71215,Entire home/apt,650,4,3,2022-10-02,0.17,1,52,1
84767145,Lucy,Cabin,1.0,1,1.0,4.88,78723,30.28631,-97.68068,Shared room,31,2,50,2023-06-24,1.62,13,55,11
84767145,Lucy,Cabin,1.0,1,1.0,4.83,78723,30.28693,-97.68014,Shared room,31,2,52,2023-03-21,1.68,13,77,11
385526414,Sentral East Austin 1630,Rental unit,1.0,1,1.0,4.7,78702,30.2635,-97.72367,Entire home/apt,221,1,455,2023-09-04,15.34,4,354,168
385526414,Sentral East Austin 1630,Rental unit,1.0,1,1.0,4.74,78702,30.26325,-97.72382,Entire home/apt,246,1,53,2023-08-20,1.79,4,341,15
385531403,Sentral East Austin 1614,Rental unit,1.0,1,1.0,4.76,78702,30.26259,-97.72617,Entire home/apt,259,1,221,2023-09-07,7.57,6,350,41
385531403,Sentral East Austin 1614,Rental unit,2.0,2,2.0,4.78,78702,30.26196,-97.72569,Entire home/apt,311,1,536,2023-09-05,18.09,6,339,129
367670680,Martin,Condo,1.0,1,1.0,4.9,78704,30.237497,-97.755234,Entire home/apt,126,14,21,2023-07-28,0.68,30,21,1
299606671,Dina,Home,1.0,1,1.0,4.6,78747,30.13927,-97.76504,Private room,41,30,5,2022-06-04,0.17,14,365,0
367670680,Martin,Condo,0.5,2,1.0,4.6,78704,30.237497,-97.755234,Entire home/apt,240,1,5,2021-11-07,0.18,30,21,0
367670680,Martin,Rental unit,1.0,2,1.0,4.79,78704,30.237497,-97.755234,Entire home/apt,240,2,14,2022-09-05,0.45,30,21,0
150495138,Christina,Townhouse,2.0,2,1.0,4.83,78745,30.19562,-97.82936,Entire home/apt,131,3,54,2023-07-20,1.93,2,217,21
50148335,Matt,Home,1.0,2,1.0,4.99,78721,30.27283,-97.68504,Entire home/apt,113,1,130,2023-09-04,4.24,1,0,23
293556347,UrbanStay,Home,6.0,8,4.0,4.73,78702,30.26138,-97.72846,Entire home/apt,431,1,33,2023-06-25,1.1,32,278,10
43804879,Brandon,Home,2.0,2,1.0,4.98,78741,30.22926,-97.73521,Entire home/apt,125,2,44,2023-09-05,1.52,1,295,35
1193231,Carlo,Home,2.0,2,2.0,4.92,78741,30.2317,-97.69252,Entire home/apt,150,30,75,2023-03-27,2.5,1,267,14
12163994,Zach,Condo,1.0,1,1.0,5.0,78701,30.257516967390284,-97.73976115234406,Entire home/apt,175,30,7,2023-06-20,0.22,2,184,1
37934879,Jason,Home,4.0,4,2.0,5.0,78732,30.3322,-97.92774,Entire home/apt,259,2,41,2023-07-04,1.35,2,297,10
11844619,Teddy,Home,2.0,2,1.0,4.67,78758,30.37176,-97.70357,Entire home/apt,120,2,18,2023-02-21,0.59,1,344,8
53316858,Allyson,Condo,1.0,2,1.0,4.44,78741,30.23516,-97.73092,Entire home/apt,68,21,34,2023-08-11,1.15,2,267,24
39707333,Angel,Guesthouse,0.5,4,1.0,5.0,78734,30.43075,-97.923,Entire home/apt,290,3,8,2022-10-24,0.26,2,362,1
10396240,Trisha,Home,3.0,4,2.5,5.0,78729,30.45021,-97.75156,Entire home/apt,129,2,5,2022-11-14,0.21,1,0,2
389710796,James,Rental unit,1.0,1,1.0,4.75,78704,30.24986,-97.76575,Private room,49,1,92,2023-08-25,2.98,4,5,5
17595572,Terah,Home,3.0,2,2.0,4.9,78723,30.29139,-97.67288,Entire home/apt,309,2,29,2023-07-01,0.95,1,87,6
4371901,Alisha,Townhouse,2.0,2,1.0,4.86,78705,30.29291,-97.74408,Entire home/apt,145,2,70,2023-08-21,2.94,3,175,31
55352228,"Magdiel, CEO Of The Third Castle",Bungalow,0.5,1,1.0,4.61,78704,30.23728,-97.7624,Entire home/apt,120,2,59,2023-04-24,1.93,5,0,11
81138363,Madeline,Home,1.0,1,1.5,5.0,78754,30.36723,-97.65026,Private room,56,30,4,2023-08-05,0.14,2,139,1
62476145,Joy,Home,5.0,8,3.0,4.83,78734,30.384209964276465,-97.95833177196656,Entire home/apt,1735,2,24,2023-09-04,2.23,2,281,24
82144111,Candy,Condo,1.0,1,1.0,4.82,78745,30.20584,-97.78521,Entire home/apt,107,2,57,2023-08-27,1.89,2,148,20
49677221,Alejandra,Home,3.0,3,2.0,4.91,78745,30.19539,-97.81599,Entire home/apt,132,2,76,2023-07-31,3.22,1,90,38
19159030,Katherine,Camper/RV,1.0,1,1.0,4.9,78721,30.26651,-97.68077,Entire home/apt,84,1,79,2023-04-22,2.68,2,184,8
353305806,James,Condo,2.0,2,1.5,4.29,78741,30.2309,-97.73269,Entire home/apt,116,3,17,2021-07-19,0.57,1,160,0
144601388,Laura,Home,9.0,14,7.5,5.0,78733,30.31461,-97.86544,Entire home/apt,2249,3,82,2023-09-04,2.75,2,318,29
154091187,Taylor,Guesthouse,1.0,2,1.0,5.0,78703,30.28763,-97.76227,Entire home/apt,170,2,7,2021-07-31,0.23,2,0,0
389697794,David,Condo,1.0,2,1.0,5.0,78701,30.27101,-97.74844,Entire home/apt,181,1,6,2023-05-17,0.26,23,278,3
380320577,Ana Maria,Rental unit,0.5,1,1.0,4.75,78702,30.26163,-97.72555,Entire home/apt,117,8,73,2023-08-20,2.39,7,86,34
9475947,Suana,Guest suite,1.0,1,1.0,5.0,78702,30.25574,-97.73283,Entire home/apt,168,2,12,2023-09-04,0.4,5,8,6
9737643,Chad,Home,2.0,2,1.0,4.89,78704,30.24156,-97.75871,Entire home/apt,214,2,37,2023-06-25,1.96,2,304,19
319757635,Gabriella,Home,1.0,1,1.0,4.82,78702,30.27353,-97.72188,Private room,73,1,17,2023-07-31,0.95,2,113,15
11492118,Theresa,Home,1.0,1,1.0,4.5,78721,30.27609,-97.68645,Entire home/apt,72,3,14,2022-10-24,0.49,1,38,1
